date,number_of_rides,number_of_riders,number_of_vehicles_used,median_ride_distance_meters,median_avg_speed,median_ride_duration,number_of_ready_vehicles
2021-08-19,22813,12125,5384,1428.4868722484298,13.1197399225766,7.066667,7079
2020-02-23,2784,2154,1268,1371.6862015152974,14.379505000779163,5.866667,2174
2019-08-12,12151,8441,3145,867.2481447010381,8.734558624376083,6.65,5076
2020-09-24,15086,8510,3266,1287.899747724623,12.239812689829474,6.8,4826
2021-03-29,7352,3963,1916,1380.4676004393941,13.163453596639359,6.8,2857
2021-01-05,5807,3134,1778,1044.6716325074174,10.973145366284099,6.116667,2892
2020-08-18,15082,8329,2821,1395.9894188835551,12.118595809705466,7.416667,4050
2018-09-26,1814,1273,308,0,0,6.883333,NA
2020-02-16,2377,1854,1155,1295.548704258572,14.428609742687923,5.416667,2131
2021-07-02,40987,18175,4810,1551.8370327154098,11.619143461712772,8.766667,5597
2019-01-08,1621,1195,591,800.3436532458434,8.678900690607211,6.133333,NA
2021-08-12,26809,12774,5574,1515.3052669699873,12.49284088358655,8.016667,6919
2020-04-24,6246,4303,1824,1152.4167303975046,12.172040162321586,6,3870
2019-12-11,5234,3934,1934,1310.7875313907316,14.40001452178166,5.616667,3287
2021-08-26,17501,9938,5005,1303.596624581766,13.06937723244764,6.533333,7065
2019-03-29,4187,3110,646,732.9979507551617,7.7205935403794905,6.266667,NA
2019-09-23,7988,5869,2229,1294.6906085834185,13.717729369917699,5.833333,6045
2020-01-06,2073,1536,1019,1329.7945805221316,14.510214828334572,5.616667,2248
2020-04-13,2173,1571,1057,1152.3913072439352,12.179839424000694,5.9,2399
2018-09-09,1545,1008,213,0,0,9.9,NA
2021-08-31,23249,12066,5537,1406.4491958197577,13.156281802672273,6.95,7029
2019-11-16,7190,5217,3220,1241.8985463517147,12.83581058780997,6.033333,6199
2019-02-10,2352,1739,985,800.9914675856514,6.266506721423736,8.266667,NA
2019-07-03,16582,11186,2919,918.2758956603016,8.77344134983272,7.1,6001
2019-09-05,11528,8170,2864,852.7174912686173,9.368806024226227,5.975,5071
2020-07-15,9621,5556,2343,1288.9576765949846,11.66329099049959,7.25,3681
2019-11-30,3519,2815,1722,1146.0319556365632,12.690529524262573,5.466667,4545
2019-08-25,11199,7882,2801,930.9122811297427,8.152951482475595,7.6,4859
2020-01-10,5091,3779,1403,1321.9873189350953,14.851590697424324,5.533333,3526
2020-09-10,14520,8134,3216,1212.7945106037773,12.348666514188446,6.35,4048
2020-07-21,9093,5051,2368,1325.7019896615025,11.414013332481701,7.533333,3678
2021-05-25,15365,7857,4130,1342.6122763764552,12.940285581211963,6.7,5347
2020-10-18,7272,4225,2344,1126.94510477656,11.429787837880236,6.216667,3716
2021-08-20,28012,14907,5655,1394.3867808713608,12.533312683968736,7.275,7061
2020-04-27,3799,2662,1523,1128.5688236775184,12.29131928901088,5.766667,4565
2020-05-20,8348,5505,2374,1098.8450049334506,11.542260905707844,6.116667,4604
2018-12-19,1764,1336,515,753.20402106645,8.15710199971312,6.383333,NA
2021-06-27,19725,8566,4097,1558.9394259152239,11.270036234785106,9.316667,5476
2021-06-11,37219,17213,5138,1526.8285572731004,11.709348966501171,8.45,5894
2021-04-09,9166,5003,2294,1259.615730663618,12.707141943252015,6.45,3054
2020-02-17,4246,3077,1476,1370.45888968086,14.916029356679399,5.566667,2167
2020-02-11,4650,3430,1504,1329.2495392320297,14.853858297948944,5.416667,2334
2019-12-15,3680,2780,1624,1327.5273122157064,14.111354261201491,5.9,3077
2020-04-21,4877,3404,1630,1216.4292070762403,12.022344736204087,6.383333,2821
2020-07-14,8903,5070,2220,1280.7330080504953,11.447814543140835,7.3,4189
2020-06-30,8189,5344,1953,1239.9420711465123,12.164426657793726,6.466667,3968
2019-06-24,13706,9100,2769,951.9922263404583,8.7535685764073925,7.416667,NA
2018-09-30,1321,923,258,0,0,10.1,NA
2021-09-01,22285,11996,5418,1383.4493894413831,13.347738123562381,6.733333,7032
2020-02-22,3130,2449,1352,1265.200827558906,14.03273418339515,5.6,2191
2019-07-31,13126,8635,3101,825.0583767133244,8.203406812377082,6.816667,5078
2020-09-18,18724,10623,3370,1256.4896327114338,12.033377177593309,6.783333,4451
2019-05-18,11333,8090,1617,917.8736410282959,6.395724268571124,9.4,NA
2019-02-27,3685,2561,844,829.4710784903639,8.597886609892933,6.6,NA
2020-02-20,4869,3607,1558,1325.6771307381039,14.972387359446756,5.466667,2182
2021-04-23,13086,7085,2607,1258.9847511081666,12.743831429571223,6.266667,3268
2021-04-16,12870,6866,2543,1364.9886209707802,12.688828312674172,6.883333,3076
2019-05-06,6719,4816,1039,859.3068480841182,8.512075847588816,6.7,NA
2020-01-07,3351,2436,1228,1375.7486337510181,14.889661536994124,5.683333,2295
2019-10-25,15097,10568,3862,1317.8584740582885,13.929758144570075,5.833333,5755
2021-01-25,2588,1421,1115,1154.8076054804656,10.618334523378447,6.95,2676
2018-12-23,344,270,201,607.8401335677203,5.472494497789189,7.475,NA
2018-12-16,878,675,365,729.8802279499012,6.301183687447356,8.016667,NA
2021-03-09,5137,2855,1692,1273.2963656110253,12.290356404270273,6.683333,2766
2020-02-27,1985,1523,976,1231.271169626131,13.758363733920374,5.516667,2143
2018-09-28,1597,1216,257,0,0,6.8,NA
2020-10-15,13298,7544,2891,1211.2651138740866,12.123041495503685,6.366667,4114
2018-11-19,3421,2477,667,0,0,6.916667,NA
2018-10-26,3460,2539,595,0,0,7.5,NA
2019-10-17,9226,6751,3201,1323.5722308338754,14.130205129529745,5.783333,7764
2021-08-01,20566,9686,4760,1554.882605195864,11.776490938735405,8.483333,6473
2020-09-28,13286,7265,3068,1263.781253306419,12.37914661754473,6.5916665,4483
2020-06-21,5260,3529,1817,1378.0642419268925,11.825891454649106,7.516667,3745
2021-03-31,7647,4222,2025,1327.7617979141532,13.011093327507862,6.55,2914
2020-05-24,4754,3264,1848,1154.0973286832887,11.393369202660843,6.6416665,3790
2018-11-18,3104,2209,597,0,0,10,NA
2021-06-10,31123,14177,4967,1539.2869589226982,12.183341856664127,8.233333,5980
2021-04-08,9563,5030,2374,1333.4007293569332,12.804708590401969,6.766667,3013
2019-08-31,19083,12530,3292,855.2523857601661,7.255523867559473,7.616667,4814
2019-02-26,3250,2306,758,846.6408052610634,8.243208280506817,7,NA
2020-02-07,5638,4235,1550,1294.7638708058792,14.521108921997786,5.466667,2284
2019-12-29,2240,1600,1130,1289.4335724116374,13.534128267600877,5.8083335,2542
2020-05-11,4468,3090,1692,1076.7819414996884,12.247968941857543,5.533333,5597
2020-12-12,6122,3674,1761,1135.822365323827,11.074343554408546,6.8,2697
2019-11-26,7583,5544,2841,1318.8704779042014,14.428503013676636,5.566667,5462
2019-10-31,9263,6731,3222,1307.099769776698,13.7747003922532,5.9,6349
2018-12-02,2516,1846,594,0,0,7.966667,NA
2019-03-27,4654,3319,759,691.4925822445524,7.928575427015579,5.766667,NA
2020-09-09,12367,7103,2963,1224.1266408812917,12.40958137179644,6.35,3980
2020-04-14,3063,2156,1269,1063.9408221839399,12.205968517918588,5.4,2753
2020-05-08,9109,6064,2436,1210.3155571980253,11.910406957550274,6.433333,5661
2021-07-05,27063,11880,4488,1610.7407829614215,12.319058268975935,8.583333,5560
2021-02-21,2313,1230,717,1238.534395787353,10.918727394832098,7.05,1090
2018-11-13,3538,2583,610,0,0,6.8,NA
2018-11-22,3998,2923,794,0,0,6.783333,NA
2020-07-12,6290,4003,1941,1253.1175033407203,11.759044300913292,6.966667,3906
2021-03-24,7810,4381,2111,1364.436564024426,13.25788165205739,6.7,2963
2020-06-16,6427,4387,1956,1187.9551569593912,12.037627768951477,6.233333,3616
2019-01-27,935,701,525,637.7415294910102,6.079548116160593,6.583333,NA
2019-04-13,3905,2785,644,797.2376674407619,6.3860958919212,8.066667,NA
2019-09-30,10052,7090,3075,1277.032077892873,13.843819366232623,5.733333,5914
2021-09-09,25580,13430,5684,1449.1371355110937,13.292720737540186,7.1,7006
2019-11-01,10726,7748,3432,1295.5101471837927,13.299502540624843,6.066667,6318
2019-01-01,954,717,393,656.6005712072472,4.44248886889911,9.4666665,NA
2021-08-17,16975,9211,4841,1408.2618115670668,13.0538553416253,7.1,6967
2021-04-25,6672,3415,1936,1241.8666563385602,12.279980278832376,6.366667,2930
2020-10-24,10114,5931,2568,1087.5938020672552,10.95356089537895,6.4,3634
2019-05-02,5658,3932,1020,781.5655328821609,7.829758987830914,6.8,NA
2018-12-04,3346,2437,680,0,0,6.45,NA
2021-07-19,20851,9276,4608,1620.5971304157945,12.39041459447736,8.433333,6420
2021-05-13,19143,9174,3676,1600.467798927517,11.623066650609585,8.9,4546
2019-12-18,4802,3607,1775,1246.042114490328,14.26444582770799,5.366667,3294
2021-09-06,19668,10365,5215,1386.747884517848,13.443448214337693,6.7,7011
2019-02-20,4470,3353,1302,842.6711368853578,8.281911770042125,6.9,NA
2019-04-04,3975,2932,664,794.6933413849921,8.361209748912307,6.366667,NA
2020-04-07,2977,2142,1212,1139.4200707833809,12.034687211347427,5.95,2971
2020-03-27,4003,2866,1412,1141.5842020081302,12.2524751387823,5.883333,4568
2019-05-08,7295,5237,1279,871.4836814536476,8.73049296242968,6.733333,NA
2018-10-13,1853,1354,353,0,0,11.066667,NA
2019-02-19,3816,2815,1200,815.5682932549771,7.75497074323885,7.233333,NA
2020-07-07,9071,5622,2225,1287.3826610490275,12.003129625235257,6.916667,3892
2020-04-18,4259,3066,1476,1164.8056091701062,11.9071106837072,6.2,2655
2021-05-17,12264,6419,3392,1361.2328954027203,12.999058743972835,6.7416665,4941
2021-09-07,22103,11647,5393,1406.824302987445,13.233198101376763,6.833333,7005
2019-10-10,10990,7775,3554,1352.669783313152,14.159288565617674,5.933333,6687
2019-03-02,3866,2793,863,783.5506688428206,5.3408477137598975,8.95,NA
2020-07-01,9621,6115,2060,1252.3153045363772,12.159145218940065,6.633333,3858
2020-06-23,9863,6203,2392,1362.0968187017277,12.048101970668043,7.1,4006
2021-02-25,6072,3456,1644,1329.2388498371981,12.608443041800417,6.683333,2096
2018-12-24,6,5,4,482.9131465352511,5.263314767460776,13.5583335,NA
2020-02-12,4794,3517,1521,1325.843721551379,14.994134103268383,5.45,2273
2020-03-26,3121,2272,1181,1191.9175767235463,12.453053547796484,5.9,4422
2019-08-24,17379,11849,3072,868.4460836618525,7.612417204494827,7.583333,4954
2020-11-14,8179,4725,2041,1171.4930187972097,11.219647957241786,6.7,2783
2018-10-03,1431,1089,250,0,0,7.033333,NA
2020-09-08,11639,6777,2829,1225.1908762743315,12.374916627305316,6.366667,3708
2020-10-12,10875,6012,2641,1207.678380777893,12.453951097848938,6.283333,4133
2020-06-27,14797,9269,2463,1469.6814289598842,11.267729311533206,8.233333,4050
2021-01-02,4170,2277,1501,1044.698638976022,10.348910978118305,6.3583335,2880
2018-10-10,1530,1205,244,0,0,7.2,NA
2020-07-24,14308,7705,2744,1273.5225313076219,10.746111391642838,7.633333,3671
2020-10-19,10478,5866,2765,1129.1011951402932,12.016707238198688,5.966667,3756
2018-08-26,40,29,24,0,0,10.7,NA
2019-05-17,10968,8106,1655,939.1475234734606,8.050476136442812,7.9,NA
2020-02-29,2938,2279,1135,1128.420734017005,12.414177358682716,5.675,1759
2020-11-04,9440,5233,2218,1160.436395036225,12.073944501118161,6.066667,2930
2019-01-20,797,613,372,611.3791892146315,5.686955950270165,7.133333,NA
2019-01-17,751,604,320,737.1422142097081,7.320859017686335,6.333333,NA
2020-01-15,4493,3309,1330,1409.2320535785148,14.969531566529913,5.766667,4251
2019-04-14,3378,2402,627,800.5097903181347,6.21885489711926,8.266667,NA
2019-07-27,19692,11984,3161,895.3860294429603,6.857277672528447,8.683333,4859
2019-11-12,6919,5078,3148,1297.982153888672,14.151784655653515,5.55,6346
2019-01-07,2000,1480,613,858.1550615320086,8.342249696767285,6.9,NA
2018-08-28,50,37,13,0,0,6.4916665,NA
2019-11-13,7607,5404,3292,1276.2103741798721,14.05881155046996,5.616667,6483
2019-03-08,2617,1973,781,758.8284596315383,8.640331119114782,5.85,NA
2018-11-23,4080,3095,782,0,0,6.8,NA
2019-09-11,11666,8252,3049,853.362795084869,9.464745853699053,5.95,5708
2019-03-18,2363,1764,790,768.6827940440523,9.086748199011081,5.6,NA
2019-06-21,11866,7457,2718,823.9600198861688,6.059897896177982,9.116667,NA
2021-03-04,6120,3348,1760,1331.859067437225,12.428036504735907,6.766667,2525
2019-07-15,7222,5086,2325,839.3819264852609,8.76487648037007,6.5,6397
2018-12-14,2729,2109,585,737.5683004530598,7.743762349453673,6.35,NA
2018-10-30,1439,1067,347,0,0,7.316667,NA
2021-06-13,20036,9595,4437,1186.9009077352284,9.28942747316,10.5583335,5756
2020-03-19,3040,2171,1397,1142.148165866622,12.064429202836003,5.916667,3098
2019-08-08,12625,8625,3210,838.1150308190291,8.544984490704776,6.716667,5537
2019-02-05,776,601,335,893.3210210726008,7.410789508823059,7.5666665,NA
2018-11-01,3510,2563,585,0,0,7.55,NA
2019-12-20,6310,4578,1820,1311.5502061866273,14.300709769791,5.6916665,3175
2020-09-16,13990,7946,3225,1232.741035532606,12.429784147792802,6.35,4369
2018-09-11,374,284,74,0,0,7.775,NA
2019-11-27,7987,5839,2878,1341.1382043745343,14.282251959953651,5.733333,5353
2021-06-28,28016,11913,4676,1521.6778629320083,11.646828439098758,8.666667,5610
2020-11-25,8510,4869,2233,1152.6219253804686,12.002421650087282,6.216667,2845
2020-09-04,18986,10853,3137,1253.0446771825275,12.002787206929062,6.766667,3691
2021-08-29,17703,9618,4940,1388.780938869631,12.363297281397909,7.366667,7034
2018-09-08,1534,974,213,0,0,9.1833335,NA
2021-05-23,11753,5843,3502,1468.7492302820885,12.380046350903822,7.65,5091
2020-03-24,2017,1472,771,1209.9660471293325,12.565879269968006,6.016667,2622
2021-01-16,5,5,5,1054.663044258803,10.97337208053251,5.333333,2768
2019-07-20,11721,7816,2061,906.7824912401644,6.885682057184949,8.666667,4048
2020-01-16,4447,3346,1301,1358.6960999811743,15.021324749455738,5.583333,4144
2019-09-04,11241,8078,2816,866.1151713488962,9.477421740254812,6.083333,4883
2021-09-16,21930,11862,5365,1336.7978910765669,13.508943770663041,6.45,7054
2020-11-12,9358,5178,2193,1218.1747734007477,12.18675311623228,6.45,2835
2020-03-10,3879,2922,1447,1113.3647556712392,12.326360304380044,5.583333,2516
2020-11-08,7347,4139,1961,1168.7472411367812,11.590453648040558,6.516667,2804
2021-06-20,25148,11274,4379,1601.2108422517726,11.197588917568794,9.933333,5511
2019-02-02,501,398,214,772.3238871004506,5.049481442989688,9.433333,NA
2021-03-13,6196,3562,1861,1342.2527049035602,11.900502353229982,7.175,2855
2019-08-23,13767,10104,2857,846.9752335411425,8.825071262833545,6.383333,5052
2020-01-05,2034,1598,1045,1309.8230930680795,14.229697418722537,5.566667,2329
2020-10-07,12400,7028,2676,1233.751463000517,12.313173019442052,6.433333,4201
2020-11-20,9008,5174,2161,1105.6619268385948,11.845295872349913,6.016667,2794
2020-02-04,4236,3184,1381,1299.0508812269618,14.826169381018108,5.3083335,2344
2018-09-17,1258,872,188,0,0,7.466667,NA
2018-09-19,1350,945,193,0,0,7.333333,NA
2020-01-11,3225,2490,1162,1308.1575716147765,14.23669384457319,5.683333,3805
2018-12-25,33,27,8,1255.3252327230498,8.86631671990167,8.6,NA
2020-01-02,3266,2209,1324,1463.1489955411084,13.817296594587448,6.3916665,2470
2021-05-21,15537,8431,3848,1403.5533213954031,12.745631079876796,7.15,4827
2018-11-02,3119,2307,519,0,0,8.2,NA
2018-11-20,3823,2801,716,0,0,6.866667,NA
2020-04-28,3397,2389,1463,1020.8432495063294,12.021552968650088,5.25,4716
2021-03-15,6073,3393,1813,1329.415924317468,12.726944402554084,6.683333,2830
2020-10-01,14752,8273,3202,1232.383160010876,12.329820149034106,6.475,4557
2018-10-02,1508,1144,233,0,0,7.0083335,NA
2021-08-15,16334,8734,4727,1427.8636670303256,12.453088781024675,7.533333,6891
2020-07-31,15138,8234,2799,1302.8247386957482,10.857590231546073,7.7,4524
2021-08-23,20616,10786,5330,1451.0241100301307,13.238543690063047,7.116667,7063
2020-11-16,7361,4186,1968,1194.021276377178,12.332460515364287,6.366667,2762
2021-01-21,4789,2686,1597,1151.7699564641496,11.56443231552522,6.266667,2607
2018-12-27,1594,1175,563,737.163720309584,6.591876206874373,7.3,NA
2021-04-06,7541,3995,2131,1350.8423516052128,12.942118796604321,6.683333,2949
2020-05-25,6353,4215,2081,1136.0690449256394,11.599142145256598,6.233333,3946
2019-10-12,11801,8413,3469,1362.9315555256537,12.946112922057583,6.516667,5482
2019-03-03,995,772,493,719.6429114419067,6.293242120161057,7.183333,NA
2020-07-19,9118,5059,2256,1483.0599470615912,11.16054946761377,8.683333,3629
2019-08-01,14571,9637,3200,863.9090575398935,8.131955382235772,7.2,4784
2020-11-15,5828,3194,1743,1181.5566266439982,11.502052953819952,6.65,2720
2019-03-10,2819,2076,892,769.1670228741343,6.670902356536529,7.433333,NA
2020-05-30,10894,7249,2485,1202.1160127726578,10.651103551697584,7.233333,3577
2020-09-03,13389,7828,2946,1284.5458528613483,12.382243872106239,6.7,3685
2019-04-28,7281,5088,1137,856.6302655116671,6.16091826310382,8.95,NA
2021-02-20,2463,1261,718,1129.7011357676531,10.49739157495261,6.8,1002
2021-06-16,27734,12838,4634,1465.1403043494056,11.465998031311294,8.316667,5676
2020-03-23,1305,980,453,1159.0717448351934,12.328693525105695,5.683333,1249
2018-10-09,1506,1129,262,0,0,7.5083335,NA
2021-04-05,4306,2189,1554,1189.7623750072448,12.249282465901555,6.316667,2856
2018-12-29,1613,1190,573,726.270977783803,6.0027098074513985,7.683333,NA
2019-04-08,2307,1750,528,749.7013698008313,8.971463695192947,5.666667,NA
2019-04-10,3191,2438,683,780.2830313428573,9.085480870775305,5.75,NA
2020-11-17,7810,4412,2080,1208.4311726852136,12.260159543014485,6.466667,2788
2021-07-11,24105,11424,4513,1695.129491743293,12.333545134973916,8.916667,5788
2020-12-31,5085,3062,1658,969.0226874394784,10.450443732533843,6.05,2904
2020-05-16,6918,4857,2197,1159.1359624857619,11.530944692811353,6.425,4444
2018-09-22,2118,1421,364,0,0,10.7416665,NA
2020-09-02,12756,7450,2877,1251.8953314996745,12.421832935465064,6.483333,3664
2019-09-28,7219,5383,2576,1232.2116983442183,12.133504841090561,6.266667,5617
2020-09-15,13304,7442,3200,1284.8211475244736,12.49359913948095,6.616667,4482
2021-07-04,26928,12259,4445,1671.0736165147694,11.743090300001217,9.4,5484
2020-03-12,3224,2540,1539,1070.26948038871,12.065649260855352,5.566667,2663
2020-06-14,7115,4879,2122,1289.8798312451504,11.191427336141963,7.366667,3410
2020-07-23,9979,5432,2531,1298.18850610471,11.228498100745835,7.433333,3668
2020-08-13,14335,7883,2731,1349.8796875158835,11.919133999173168,7.4,3451
2021-04-04,6675,3333,1940,1469.8709120207247,11.980055884689444,7.833333,2915
2019-06-19,16211,10957,2765,962.201201434999,8.803168347503354,7.416667,NA
2019-05-30,8775,6212,1571,745.0324548129978,6.023357058693156,8.183333,NA
2020-10-02,20245,11744,3296,1294.2939353584202,12.058956447524157,6.95,4587
2021-05-04,11065,5850,2673,954.6931370934651,10.274413914973424,6.566667,3629
2020-06-20,5327,3484,1776,1299.9002245637216,11.20249033719522,7.7,3589
2021-04-26,8683,4579,2166,1288.9984914177373,12.995064636100851,6.3,2890
2019-10-09,9997,7178,3327,1299.5618557964528,13.891836541693934,5.766667,6872
2020-10-14,12805,7174,2862,1172.5996531155265,12.05588706765608,6.216667,4143
2020-06-04,9042,5970,2314,1157.633663049151,11.299217684189635,6.516667,3626
2019-05-07,6981,5011,1274,836.5989786592787,8.65152628668843,6.466667,NA
2019-05-20,9440,6541,1613,941.8652497180736,8.319416050466735,7.766667,NA
2020-11-24,7198,4100,2137,1155.2063681488494,12.06085194987823,6.133333,2864
2020-06-19,6287,4029,1906,1275.639434836528,11.073561824470975,7.533333,3757
2020-08-23,10461,6073,2546,1322.3196680825056,11.79096139331219,7.3,3335
2018-11-25,2462,1859,587,0,0,8.9,NA
2020-09-21,11937,6680,3084,1261.5293276585332,12.587781847967076,6.533333,4605
2021-05-10,10838,5616,3019,1389.8947962684892,12.911529860786613,7.075,4275
2019-06-26,12973,8898,2918,842.8398934427411,8.555460907214382,6.733333,7027
2021-01-09,4822,2632,1553,995.2066758089152,10.243713245638432,6.225,2891
2021-05-19,15745,8107,3647,1413.4722940339886,12.99097306196921,7.05,4644
2020-07-06,7505,4597,2047,1279.4919067618532,12.124302731292067,6.733333,3619
2020-12-30,5187,2760,1677,1009.6624470261652,10.558830157239553,6.15,2944
2020-01-03,3831,2708,1382,1355.6823939920625,13.95521738961904,5.95,2491
2020-12-06,4899,2994,1646,1169.9615185356643,11.429358972696683,6.566667,2726
2019-06-04,11001,7856,1731,792.7837886540409,6.985057090243263,7.716667,NA
2019-03-19,3413,2545,866,765.0182523372458,8.662344104156467,5.8,NA
2018-09-05,724,499,97,0,0,7.95,NA
2019-12-16,4596,3424,1811,1331.9627616749012,14.652777082437101,5.6,3354
2020-12-01,7434,4300,2030,1115.667928018434,11.90550198722297,6.016667,2738
2021-05-09,6809,3624,2345,1302.9419771435485,12.564987349180802,6.65,3917
2021-08-16,17890,9312,4833,1387.740263750785,12.980044274769,6.95,6910
2019-05-01,6250,4253,1070,821.567226122833,6.344158251664154,8.516667,NA
2021-01-04,5253,2725,1663,1055.6628909257652,10.97238669967184,6.366667,2880
2019-10-14,6010,4543,2497,1258.0807469805945,13.995429947921076,5.583333,6426
2018-11-04,2810,2088,536,0,0,10.95,NA
2020-10-27,12055,6574,2630,1177.3198512156873,11.8117962001951,6.433333,3537
2020-05-15,7767,5248,2219,1105.5645169358258,11.817972153933061,5.933333,4586
2019-10-23,10361,7387,3325,1364.0425568492835,14.478220280528825,5.833333,5839
2018-12-22,1080,792,386,675.1597096811472,6.459168491393655,7.025,NA
2020-08-28,19521,11343,3011,1265.46602192255,11.86655493458476,7.033333,4401
2021-07-18,19385,8872,4303,1601.3627153318594,11.89418735272367,8.766667,6243
2020-05-02,5581,3872,1950,1196.3403467658236,11.63793638816785,6.533333,4436
2019-08-07,14795,9905,3340,913.152509992894,8.424204676434941,7.266667,5211
2018-10-31,3159,2227,569,0,0,7.55,NA
2020-12-23,6325,3322,1724,1014.325403599724,10.743428380247378,6,2772
2019-01-09,1349,1032,442,754.8121048419647,8.569402224197663,5.916667,NA
2018-12-10,2802,2112,670,720.596944113978,8.017316210873698,6.116667,NA
2021-03-16,6773,3692,1885,1344.6262202155228,12.576298066902341,6.866667,2833
2019-10-13,7235,5327,2865,1409.0504024240681,13.742957092376367,6.4,5489
2018-09-27,1616,1203,249,0,0,7.033333,NA
2021-08-22,16649,9095,4777,1445.2104488428706,12.476715478862573,7.616667,7013
2020-03-18,2505,1815,1322,1066.1726556239594,12.137181306296618,5.483333,2770
2018-12-09,2232,1596,606,648.6807217224089,5.136369081441863,7.9583335,NA
2021-03-11,2846,1811,1321,1203.113422950174,12.12337891759158,6.3416665,2883
2019-03-13,1600,1239,624,724.5593419712416,8.198071105639222,5.6916665,NA
2020-12-14,6451,3820,1769,1117.1937995627413,11.70061246117209,6.066667,2657
2020-02-26,3945,2959,1528,1289.0772579167271,15.267910999025517,5.283333,2177
2018-08-24,1,1,1,0,0,224.483333,NA
2018-09-23,2479,1694,419,0,0,11.016667,NA
2020-11-01,6178,3536,1970,1114.1236916488956,11.49908610503093,6.333333,3171
2021-01-12,2651,1444,1066,1083.1574558252562,9.383835862983195,7.166667,2909
2019-07-02,13131,9225,2666,872.7254224301763,8.849486093102453,6.666667,6308
2019-09-21,12496,8761,2810,1373.070132937532,12.030177874133702,7.083333,6293
2018-10-01,1541,1114,249,0,0,6.833333,NA
2019-05-28,8862,6363,1585,736.0250685164556,6.802078719333446,7.133333,NA
2018-10-15,2158,1523,358,0,0,8.425,NA
2019-02-24,2609,1880,741,901.2352424268206,5.966586235015976,9,NA
2018-09-13,1082,695,166,0,0,7.616667,NA
2021-02-26,8239,4665,1960,1308.808526317929,12.306088884400864,6.866667,2402
2021-03-07,4370,2398,1586,1224.4775707314975,11.976042665168443,6.525,2603
2019-10-28,8127,5904,3103,1271.802159129576,14.259246380704793,5.533333,6633
2019-02-21,2561,1884,671,795.4156143216405,8.726689880932675,6.183333,NA
2019-02-14,5136,3743,1624,777.8274463695009,7.523510730516829,7.183333,NA
2020-05-22,8710,5752,2458,1176.6542715511405,11.308625089646364,6.6,4035
2018-11-03,3109,2188,559,0,0,10.383333,NA
2020-05-18,5277,3534,1939,1104.168237912583,11.923864129389068,5.95,4881
2021-01-13,2766,1527,1088,1067.0922140361358,9.68300518854467,6.916667,2912
2019-10-07,8799,6364,3134,1280.7010910623376,13.70396583101058,5.75,6998
2020-07-22,10270,5662,2570,1326.3682578579496,11.343147009452391,7.55,3630
2019-03-11,2746,2007,779,783.3580782103647,8.989769703875092,5.65,NA
2019-09-18,10671,7711,2939,1064.6692232652724,11.35098566750777,5.883333,6278
2020-10-10,10729,6391,2593,1170.1681848050637,11.498877197363017,6.6,3852
2018-09-02,569,315,111,0,0,10.216667,NA
2018-10-18,2223,1584,411,0,0,7.85,NA
2021-05-28,23324,11583,4857,1390.6150969703694,12.216077645878133,7.366667,5894
2021-07-29,24722,10889,5106,1522.9890766462468,11.791517354664498,8.266667,6512
2019-11-15,11035,7986,3800,1274.9509216370595,14.038111745738316,5.633333,6656
2019-03-20,3838,2736,914,770.6960550696974,8.612338725692851,5.933333,NA
2019-06-05,11752,8599,1570,845.3550376141496,6.7704126602020285,8.225,NA
2019-07-21,6739,4611,1866,857.1099542191754,7.220690335772784,7.666667,4412
2020-11-05,9715,5396,2172,1159.9852240239736,12.147934901947277,6.116667,2820
2018-10-22,2977,1965,528,0,0,7.833333,NA
2019-05-12,6307,4404,1073,832.767132858782,6.725634846480961,8.45,NA
2021-05-16,10582,5393,3074,1455.9511092679068,12.354310465239859,7.566667,4604
2021-08-30,21559,11145,5409,1416.854368073436,13.138455756105996,7.05,7060
2019-05-14,8012,5651,1288,896.5798946884363,8.643421565507259,7,NA
2021-04-19,9716,5153,2302,1418.4946989352818,13.108965287241059,7.016667,3066
2019-07-13,18216,11695,3574,860.6625152637455,7.044480732324328,8.05,6036
2020-04-11,3369,2415,1384,1145.370374316202,11.760818858866475,6.25,2574
2019-01-15,1554,1178,523,760.8898202871765,8.580233609993936,5.866667,NA
2020-03-17,2711,1911,1363,1115.7769283561759,12.252167431241105,5.766667,2750
2020-08-22,16697,9349,2820,1419.807238146739,11.295774033685937,8.083333,4491
2018-11-16,3713,2784,608,0,0,7.15,NA
2020-05-29,11897,7701,2534,1139.0098425986178,10.939435411611576,6.65,3699
2021-08-03,22769,10184,4973,1501.8248827919986,11.821813742582181,8.45,6511
2021-08-05,23522,11153,5201,1511.1680212107153,12.0930849924415,8.2,6608
2018-09-01,186,118,41,0,0,10.4083335,NA
2018-12-20,2449,1810,623,749.464049515543,7.955669466880996,6.55,NA
2020-06-10,9784,6418,2376,1207.3958033719782,11.261137097834592,6.916667,3485
2021-01-14,888,609,546,1098.5387592593504,9.109736427351155,7.6,2819
2020-06-25,13708,8640,2544,1426.434530343643,11.93613388612135,7.6,4308
2020-10-17,13359,7597,2802,1185.8170374682531,11.120382808410248,6.783333,3728
2020-01-24,5977,4473,1505,1360.417132618613,14.456770508517234,5.833333,2359
2019-07-11,16637,10600,3432,919.4865964716421,8.509856411872954,7.316667,6826
2021-01-03,3659,1992,1405,1036.530372968695,10.423471717174523,6.266667,2838
2021-03-19,8049,4546,2096,1229.7078425279772,12.483726802780351,6.25,2945
2018-12-26,1219,942,481,668.3373189597544,5.792091037620338,7.5,NA
